Entry ID,Source Organism,Accession Code(s)
4WB6,Homo sapiens,P17612
,Homo sapiens,P17612
,Homo sapiens,P61925
4WDI,Mus musculus,P01902
,Homo sapiens,P61769
,Homo sapiens,P01308
4WFE,Homo sapiens,Q9NYG8
,Mus musculus,
,Mus musculus,
4WFF,Homo sapiens,Q9NYG8
,Mus musculus,
,Mus musculus,
4WFG,Homo sapiens,Q9NYG8
,Mus musculus,
,Mus musculus,
4WFH,Homo sapiens,Q9NYG8
,Mus musculus,
,Mus musculus,
4WHV,Homo sapiens,P61088
,Homo sapiens,O76064
,Homo sapiens,P0CG47
4WJ5,Homo sapiens,P04439
,Homo sapiens,P61769
,Homo sapiens,Q16655
4WJG,Homo sapiens,P69905
,Homo sapiens,P68871
,Homo sapiens,P00738
,Staphylococcus aureus subsp. aureus N315,Q99TD3
,Trypanosoma brucei brucei,I7BA80
4WK0,Homo sapiens,P08648
,Homo sapiens,
,Homo sapiens,P05556
4WK2,Homo sapiens,P08648
,Homo sapiens,P05556
,Homo sapiens,
4WK4,Homo sapiens,P08648
,Homo sapiens,P05556
,Homo sapiens,
4WLR,Mus musculus,Q9WUP7
,Homo sapiens,Q16186
,Homo sapiens,P0CG47
4WO4,Homo sapiens,P15813
,Homo sapiens,P61769
,Homo sapiens,
,Homo sapiens,
4WQO,Homo sapiens,P40337
,Homo sapiens,Q15370
,Homo sapiens,Q15369
,Homo sapiens,Q13617
4WSN,Homo sapiens,Q13098
,Homo sapiens,P61201
,Homo sapiens,Q9UNS2
,Homo sapiens,Q9BT78
,Homo sapiens,Q92905
,Homo sapiens,Q7L5N1
,Homo sapiens,Q9UBW8
,Homo sapiens,Q99627
4WU5,Homo sapiens,P04439
,Homo sapiens,P61769
,Human immunodeficiency virus 1,P04601
4WU7,Homo sapiens,P04439
,Homo sapiens,P61769
,Human immunodeficiency virus 1,P04601
4WUU,Homo sapiens,P04439
,Homo sapiens,P61769
,Homo sapiens,
,Homo sapiens,P19544
,Homo sapiens,
4WV1,Homo sapiens,
,Homo sapiens,P21802
,Homo sapiens,
4WVF,Homo sapiens,P62826
,Saccharomyces cerevisiae S288C,P41920
,Saccharomyces cerevisiae R008,
4WW2,Homo sapiens,"A0A0B4J279, P01848"
,Homo sapiens,A0A5B9
,Homo sapiens,P15813
,Homo sapiens,P61769
4WWK,Homo sapiens,"A0A0B4J271, P01848"
,Homo sapiens,"A0A0K0K1A5, A0A5B9"
,Homo sapiens,P15813
,Homo sapiens,P61769
4WY4,Homo sapiens,Q9BV40
,Homo sapiens,P56962
,Homo sapiens,O95721
,Homo sapiens,O95721
4WY7,Homo sapiens,
,Human immunodeficiency virus type 1 (WMJ2 ISOLATE),P05880
,Homo sapiens,
4WYQ,Homo sapiens,Q15633
,Homo sapiens,
,Homo sapiens,Q9UPY3
4WZJ,Homo sapiens,P14678
,Homo sapiens,P62316
,Homo sapiens,
,Homo sapiens,P62318
,Homo sapiens,P62314
,Homo sapiens,P62306
,Homo sapiens,P62304
,Homo sapiens,P62308
4X0L,Homo sapiens,P69905
,Homo sapiens,P68871
,Homo sapiens,P00738
4X23,Homo sapiens,
,Homo sapiens,
,Drosophila melanogaster,P02299
,Drosophila melanogaster,P84040
,Drosophila melanogaster,P84051
,Drosophila melanogaster,P02283
,Rattus norvegicus,Q66LH7
4X5W,Homo sapiens,P01903
,Homo sapiens,P01911
,Homo sapiens,P04233
4X6C,Homo sapiens,P06126
,Homo sapiens,P61769
,Homo sapiens,P01848
,Homo sapiens,P01850
4X6D,Homo sapiens,P06126
,Homo sapiens,P61769
,Homo sapiens,P01848
,Homo sapiens,P01850
4XAK,Betacoronavirus England 1,K9N5Q8
,Homo sapiens,
,Homo sapiens,
4XAW,Homo sapiens,
,Human immunodeficiency virus 1,P05877
,Homo sapiens,
4XBE,Homo sapiens,
,Homo sapiens,
,Human immunodeficiency virus 1,P05877
4XC1,Homo sapiens,
,Homo sapiens,
,Human immunodeficiency virus 1,P05877
4XC3,Homo sapiens,
,Homo sapiens,
,Human immunodeficiency virus 1,P05877
4XCF,Homo sapiens,
,Homo sapiens,
,Human immunodeficiency virus 1,P05877
4XGZ,Homo sapiens,
,Homo sapiens,P49023
,Homo sapiens,
4XH2,Homo sapiens,
,Homo sapiens,
,synthetic construct,P49023
4XHJ,Human herpesvirus 3 strain Oka vaccine,Q775J3
,Human herpesvirus 3 strain Oka vaccine,Q9J3N1
,Homo sapiens,
,Homo sapiens,
4XI5,Human herpesvirus 3 strain Oka vaccine,Q775J3
,Human herpesvirus 3 strain Oka vaccine,Q9J3N1
,Homo sapiens,
,Homo sapiens,
4XMK,Homo sapiens,
,Human immunodeficiency virus 1,P05877
,Homo sapiens,
4XMM,Homo sapiens,
,Homo sapiens,
,Saccharomyces cerevisiae S288C,Q04491
,Saccharomyces cerevisiae S288C,P49687
,Saccharomyces cerevisiae S288C,P53011
,Saccharomyces cerevisiae S288C,P46673
,Saccharomyces cerevisiae S288C,P35729
,Saccharomyces cerevisiae S288C,P52891
4XMP,Human immunodeficiency virus 1,Q8JDI3
,Homo sapiens,P01857
,Homo sapiens,P01834
4XNH,Saccharomyces cerevisiae,P12945
,Saccharomyces cerevisiae,P07347
,Saccharomyces cerevisiae,Q08689
,Homo sapiens,P01189
4XNM,Homo sapiens,
,Homo sapiens,
,Influenza A virus,Q6DQ33
4XNQ,Homo sapiens,
,Homo sapiens,
,Influenza A virus,Q6DQ33
4XNY,Human immunodeficiency virus 1,Q8JDI3
,Homo sapiens,P01834
,Homo sapiens,P01857
4XNZ,Human immunodeficiency virus 1,Q0ED31
,Homo sapiens,P01857
,Homo sapiens,P01834
4XPD,Saccharomyces cerevisiae,P07347
,Saccharomyces cerevisiae,Q08689
,Saccharomyces cerevisiae,P12945
,Homo sapiens,P01189
4XR8,"Escherichia coli K-12, Homo sapiens","P0AEX9, Q05086"
,Homo sapiens,P04637
,Human papillomavirus type 16,P03126
4XRC,Homo sapiens,
,Homo sapiens,
,Influenza A virus,Q6DQ33
4XS0,Homo sapiens,P69905
,Homo sapiens,P68871
,Staphylococcus aureus,Q2FG07
4XSS,Homo sapiens,P05019
,Homo sapiens,P06213
,Homo sapiens,P08069
4XT1,Cytomegalovirus,P69332
,Homo sapiens,P78423
,Vicugna pacos,
4XTR,Saccharomyces cerevisiae S288C,Q12154
,Saccharomyces cerevisiae Vin13,
,"Homo sapiens, synthetic construct",
,"Homo sapiens, synthetic construct",
4XVJ,Hepacivirus hominis,P27958
,Homo sapiens,
,Homo sapiens,
4XVS,Homo sapiens,
,Homo sapiens,
,Human immunodeficiency virus 1,H9DP89
4XVT,Human immunodeficiency virus 1,Q0ED31
,Homo sapiens,
,Homo sapiens,
4XVU,Saccharomyces cerevisiae S288C,Q12154
,"Homo sapiens, synthetic construct",
,"Homo sapiens, synthetic construct",
,Saccharomyces cerevisiae,
4XWG,Homo sapiens,
,Homo sapiens,
,Homo sapiens,P04180
4XWO,Saccharomyces cerevisiae S288C,Q12154
,"Homo sapiens, synthetic construct",
,"Homo sapiens, synthetic construct",
,Saccharomyces cerevisiae,
4XX1,Homo sapiens,
,Homo sapiens,
,Homo sapiens,P04180
4XXC,Homo sapiens,P01889
,Homo sapiens,P61769
,Homo sapiens,
4XXD,Homo sapiens,P01834
,Homo sapiens,P05067
,Homo sapiens,P01857
4XZQ,Xenopus laevis,P84233
,Xenopus laevis,P62799
,Xenopus laevis,P06897
,Xenopus laevis,P02281
,Homo sapiens,
,Homo sapiens,
4XZU,Mus musculus,
,Mus musculus,
,Homo sapiens,P00451
4Y16,Mus musculus,P11609
,Mus musculus,P01887
,"Mus musculus, Homo sapiens","A0A0B4J1J9, P01848"
,"Mus musculus, Homo sapiens","A2NTY6, A0A5B9"
4Y19,Homo sapiens,P01903
,Homo sapiens,P01911
,Homo sapiens,P01308
,Homo sapiens,
,Homo sapiens,
4Y1A,Homo sapiens,P01903
,Homo sapiens,P01911
,Homo sapiens,P01308
,Homo sapiens,
,Homo sapiens,
4Y2D,Mus musculus,P11609
,Mus musculus,P01887
,"Mus musculus, Homo sapiens","A0A0B4J1J9, P01848"
,"Mus musculus, Homo sapiens","A2NTY6, A0A5B9"
4Y49,Saccharomyces cerevisiae,P12945
,Saccharomyces cerevisiae,P07347
,Saccharomyces cerevisiae,Q08689
,Homo sapiens,P01189
4Y4F,Mus musculus,P11609
,Mus musculus,P01887
,"Mus musculus, Homo sapiens","A0A0B4J1J9, P01848"
,"Mus musculus, Homo sapiens","A2NTY6, A0A5B9"
4Y4H,Mus musculus,P11609
,Mus musculus,P01887
,"Mus musculus, Homo sapiens","A0A0B4J1J9, P01848"
,"Mus musculus, Homo sapiens","A2NTY6, A0A5B9"
4Y4K,Mus musculus,P01887
,"Mus musculus, Homo sapiens","A0A0B4J1J9, P01848"
,"Mus musculus, Homo sapiens","A2NTY6, A0A5B9"
,Mus musculus,P11609
4Y5V,Homo sapiens,
,Homo sapiens,
,Homo sapiens,P19235
4Y5X,Homo sapiens,
,Homo sapiens,Q5NV67
,Homo sapiens,P19235
4Y5Y,Homo sapiens,
,Homo sapiens,
,Homo sapiens,P19235
4Y72,Homo sapiens,P06493
,Homo sapiens,P14635
,Homo sapiens,P33552
4Y99,Homo sapiens,P63316
,Homo sapiens,P45379
,Homo sapiens,P19429
4YBL,Human immunodeficiency virus 1,A0A0M3KKW9
,Homo sapiens,
,Homo sapiens,
4YC2,Human immunodeficiency virus 1,A0A0M3KKW9
,Homo sapiens,
,Homo sapiens,
4YC3,Homo sapiens,P06493
,Homo sapiens,P14635
,Homo sapiens,P33552
4YDI,Human immunodeficiency virus 1,O55774
,Homo sapiens,
,Homo sapiens,
4YDJ,Human immunodeficiency virus 1,Q0ED31
,Homo sapiens,
,Homo sapiens,
4YDK,Human immunodeficiency virus 1,Q0ED31
,Homo sapiens,
,Homo sapiens,
4YDL,Human immunodeficiency virus 1,Q0ED31
,Homo sapiens,
,Homo sapiens,
4YDV,Human immunodeficiency virus 1,P04578
,Homo sapiens,S6B291
,Homo sapiens,P01834
4YE4,Human immunodeficiency virus,Q69994
,Homo sapiens,
,Homo sapiens,
4YES,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P01050
4YFL,Human immunodeficiency virus 1,Q0ED31
,Homo sapiens,
,Homo sapiens,
4YHP,synthetic construct,P68431
,Homo sapiens,
,Homo sapiens,
4YHZ,Homo sapiens,
,Homo sapiens,
,synthetic construct,P68431
4YK4,Homo sapiens,
,Homo sapiens,
,Influenza A virus (A/Solomon Islands/3/2006(H1N1)),A7UPX0
4YLQ,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
4YM5,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,P06899
,Homo sapiens,
,Homo sapiens,
4YM6,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,P06899
,Homo sapiens,
4YO0,Rattus norvegicus,
,Rattus norvegicus,
,Homo sapiens,Q86YL7
4YPG,Homo sapiens,Q6PJF2
,Homo sapiens,
,Homo sapiens,P01563
4YR6,Mus musculus,
,Mus musculus,
,Homo sapiens,P07359
4YS3,Xenopus laevis,P84233
,Xenopus laevis,P62799
,Xenopus laevis,P06897
,Xenopus laevis,P02281
,Homo sapiens,
,Homo sapiens,
4YWG,Homo sapiens,
,Homo sapiens,
,Human immunodeficiency virus 1,Q6TCP8
4YZF,Homo sapiens,P02730
,Mus musculus,
,Mus musculus,
4Z0X,Homo sapiens,
,Hepacivirus hominis,P27958
,Homo sapiens,
4Z2M,Homo sapiens,Q9Y5B9
,Homo sapiens,P68431
,Homo sapiens,P62805
4Z5R,Homo sapiens,P01563
,Homo sapiens,
,Homo sapiens,
4Z5T,Homo sapiens,Q6NXT2
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,P06899
,Homo sapiens,
4Z66,Xenopus laevis,P84233
,Xenopus laevis,P62799
,Xenopus laevis,P06897
,Xenopus laevis,P02281
,Homo sapiens,
,Homo sapiens,
4Z6A,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
4Z76,Mus musculus,P01902
,Homo sapiens,P61769
,Homo sapiens,P01308
4Z77,Mus musculus,P01902
,Homo sapiens,P61769
,Homo sapiens,P01308
4Z78,Mus musculus,P01902
,Homo sapiens,P61769
,Homo sapiens,P01308
4Z7N,Homo sapiens,P08514
,Homo sapiens,P05106
,Mus musculus,
,Mus musculus,
,Homo sapiens,
4Z7O,Homo sapiens,P08514
,Homo sapiens,P05106
,Mus musculus,
,Mus musculus,
,Homo sapiens,
4Z7Q,Homo sapiens,P08514
,Homo sapiens,P05106
,Mus musculus,
,Mus musculus,
,Homo sapiens,
4Z7U,Homo sapiens,Q30069
,Homo sapiens,O19707
,Homo sapiens,
,Homo sapiens,
,Triticum aestivum,P18573
4Z7V,Homo sapiens,Q30069
,Homo sapiens,O19707
,Homo sapiens,
,Homo sapiens,
,Triticum aestivum,P18573
4Z7W,Homo sapiens,Q30069
,Homo sapiens,O19707
,Homo sapiens,
,Homo sapiens,
,Triticum aestivum,P18573
4Z8L,Homo sapiens,Q9Y4B6
,Simian immunodeficiency virus,Q7ZB17
,Mandrillus sphinx,H6WEA4
4ZAK,Mus musculus,P11609
,Mus musculus,P01887
,"Mus musculus, Homo sapiens","K7N5M3, A0A0B4J1J9, A0A0G2JG46"
,"Mus musculus, Homo sapiens","A2NTY6, A0N8J3, A0A5B9"
4ZBJ,Saccharomyces cerevisiae S288C,P32447
,Xenopus laevis,Q6PI79
,Xenopus laevis,P62799
,Homo sapiens,Q9NPG3
4ZFF,Homo sapiens,
,Homo sapiens,
,Homo sapiens,P15692
4ZFG,Homo sapiens,
,Homo sapiens,O15123
,Homo sapiens,
4ZFO,Mus musculus,
,Mus musculus,
,Homo sapiens,Q02223
,Mus musculus,
4ZHX,Homo sapiens,P54646
,Homo sapiens,Q9Y478
,Homo sapiens,P54619
4ZKO,Homo sapiens,P00749
,synthetic construct,
,synthetic construct,
4ZMA,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
4ZO1,Homo sapiens,P10828
,Homo sapiens,Q15596
,Homo sapiens,P19793
4ZS6,Homo sapiens,
,Homo sapiens,
,Middle East respiratory syndrome-related coronavirus,W6A0A7
4ZS7,Homo sapiens,P05231
,Lama glama,
,Lama glama,
4ZSO,Homo sapiens,
,Homo sapiens,
,Homo sapiens,Q68D85
4ZTD,Homo sapiens,P12004
,Homo sapiens,
,Homo sapiens,Q9BWF2
4ZUX,Xenopus laevis,P84233
,Homo sapiens,P0CG47
,Saccharomyces cerevisiae S288C,P53165
,Xenopus laevis,P62799
,Xenopus laevis,P06897
,Xenopus laevis,P02281
,synthetic construct,
,synthetic construct,
,Saccharomyces cerevisiae S288C,P50102
,Saccharomyces cerevisiae S288C,Q6WNK7
,Saccharomyces cerevisiae YJM789,Q03067
4ZVO,Homo sapiens,P55210
,Homo sapiens,P55210
,synthetic construct,
4ZVP,Homo sapiens,P55210
,Homo sapiens,P55210
,synthetic construct,
4ZVQ,Homo sapiens,P55210
,Homo sapiens,P55210
,synthetic construct,
4ZVR,Homo sapiens,P55210
,Homo sapiens,P55210
,synthetic construct,
4ZVS,Homo sapiens,P55210
,Homo sapiens,P55210
,synthetic construct,
4ZVT,Homo sapiens,P55210
,Homo sapiens,P55210
,synthetic construct,
4ZVU,Homo sapiens,P55210
,Homo sapiens,P55210
,synthetic construct,
4ZXB,Mus musculus,U5LP42
,Mus musculus,P01837
,Mus musculus,P01865
,Mus musculus,A2P1G9
,Homo sapiens,P06213
4ZYP,"Human respiratory syncytial virus A2, Tequatrovirus T4","P03420, D9IEJ2"
,Mus musculus,
,Homo sapiens,
,Homo sapiens,
,Mus musculus,
5A0Q,Homo sapiens,P60900
,Homo sapiens,P25787
,Homo sapiens,P25789
,Homo sapiens,O14818
,Homo sapiens,P28066
,Homo sapiens,P25786
,Homo sapiens,P25788
,Homo sapiens,P28072
,Homo sapiens,Q99436
,Homo sapiens,P49720
,Homo sapiens,P49721
,Homo sapiens,P28074
,Homo sapiens,P20618
,Homo sapiens,P28070
5A1Z,dengue virus type 2,E0WXJ2
,dengue virus type 2,E0WXJ2
,Homo sapiens,
,Homo sapiens,
5A2M,Homo sapiens,P00734
,Hirudo medicinalis,P09945
,Homo sapiens,P00734
5A2Q,Homo sapiens,337376
,Hepacivirus hominis,
,Homo sapiens,P08865
,Homo sapiens,P61247
,Homo sapiens,P15880
,Homo sapiens,P23396
,Homo sapiens,P62701
,Homo sapiens,P46782
,Homo sapiens,P62753
,Homo sapiens,P46781
,Homo sapiens,P62280
,Homo sapiens,P25398
,Homo sapiens,P62277
,Homo sapiens,P62263
,Homo sapiens,P62841
,Homo sapiens,P62249
,Homo sapiens,P08708
,Homo sapiens,P62269
,Homo sapiens,P39019
,Homo sapiens,P60866
,Homo sapiens,P63220
,Homo sapiens,P62244
,Homo sapiens,P62266
,Homo sapiens,P62847
,Homo sapiens,P62851
,Homo sapiens,P62854
,Homo sapiens,P42677
,Homo sapiens,P62857
,Homo sapiens,P62273
,Homo sapiens,P62979
,Homo sapiens,P63244
,Homo sapiens,P62945
,Homo sapiens,P84098
,Homo sapiens,P83731
,Homo sapiens,P62081
,Homo sapiens,P62241
,Homo sapiens,P46783
,Homo sapiens,P62861
5A31,Homo sapiens,Q9H1A4
,Homo sapiens,Q9UJX2
,Homo sapiens,P60006
,Homo sapiens,Q96DE5
,Homo sapiens,P30260
,Homo sapiens,Q8NHZ8
,Homo sapiens,Q9UJX5
,Homo sapiens,Q13042
,Homo sapiens,Q13042
,Homo sapiens,Q9BS18
,Homo sapiens,Q9UJX6
,Homo sapiens,Q9UJX4
,Homo sapiens,O00762
,Homo sapiens,P53197
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,Q9UJX3
,Homo sapiens,Q9UM13
,Homo sapiens,
,Homo sapiens,Q9NYG5
5A3I,Influenza A virus (A/Viet Nam/1203/2004(H5N1)),Q6DQ33
,Influenza A virus (A/Viet Nam/1203/2004(H5N1)),A8UDR1
,Homo sapiens,
,Homo sapiens,
,Influenza A virus (A/Viet Nam/1203/2004(H5N1)),A8UDR1
5A5B,Saccharomyces cerevisiae,P38624
,Saccharomyces cerevisiae,P23639
,Saccharomyces cerevisiae,P33299
,Saccharomyces cerevisiae,P40016
,Saccharomyces cerevisiae,P21243
,Saccharomyces cerevisiae,P23638
,Saccharomyces cerevisiae,P40303
,Saccharomyces cerevisiae,P32379
,Saccharomyces cerevisiae,P40302
,Saccharomyces cerevisiae,P21242
,Saccharomyces cerevisiae,P40327
,Saccharomyces cerevisiae,Q01939
,Saccharomyces cerevisiae,P25043
,Saccharomyces cerevisiae,P33298
,Saccharomyces cerevisiae,P53549
,Saccharomyces cerevisiae,P33297
,Saccharomyces cerevisiae,P32565
,Saccharomyces cerevisiae,Q04062
,Saccharomyces cerevisiae,Q12250
,Saccharomyces cerevisiae,Q12377
,Saccharomyces cerevisiae,Q06103
,Saccharomyces cerevisiae,P32496
,Saccharomyces cerevisiae,P25451
,Saccharomyces cerevisiae,Q08723
,Saccharomyces cerevisiae,P43588
,Saccharomyces cerevisiae,P38886
,Saccharomyces cerevisiae,O13563
,Saccharomyces cerevisiae,O94742
,Saccharomyces cerevisiae,P38764
,Saccharomyces cerevisiae,P22141
,Saccharomyces cerevisiae,P30656
,Saccharomyces cerevisiae,P23724
,Saccharomyces cerevisiae,P30657
,Saccharomyces cerevisiae,P43593
,Homo sapiens,P62987
5A63,Homo sapiens,Q9NZ42
,Homo sapiens,Q92542
,Homo sapiens,P49768
,Homo sapiens,Q96BI3
5A7X,Human immunodeficiency virus 1,P35961
,Homo sapiens,P01730
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,
5A8H,Homo sapiens,
,Human immunodeficiency virus 1,P35961
,Homo sapiens,P01730
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,
5A8L,Homo sapiens,337381
,Homo sapiens,36162
,Homo sapiens,P18621
,Homo sapiens,P30050
,Homo sapiens,P36578
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,P62495
,Homo sapiens,
5A9Q,Homo sapiens,Q8NFH3
,Homo sapiens,Q8NFH4
,Homo sapiens,Q8WUM0
,Homo sapiens,P57740
,Homo sapiens,P52948
,Homo sapiens,P55735
,Homo sapiens,Q96EE3
,Homo sapiens,Q9BW27
,Homo sapiens,O75694
,Homo sapiens,Q12769
5ACO,Human immunodeficiency virus 1,Q2N0S6
,Human immunodeficiency virus 1,Q2N0S6
,Homo sapiens,
,Homo sapiens,
5AF9,Homo sapiens,P00734
,Hirudo medicinalis,P09945
,Homo sapiens,P00734
5AFY,Homo sapiens,P00734
,Hirudo medicinalis,P09945
,Homo sapiens,P00734
5AFZ,Hirudo medicinalis,P09945
,Homo sapiens,P00734
,Homo sapiens,P00734
5AGX,Homo sapiens,"P10415, Q07817"
,Homo sapiens,"P10415, Q07817"
,Homo sapiens,O43521
5AHG,Homo sapiens,P00734
,Hirudo medicinalis,P09945
,Homo sapiens,P00734
5AIT,Rattus norvegicus,O88846
,Homo sapiens,P61088
,Bos taurus,P0CH28
,Homo sapiens,Q15819
5AIU,Rattus norvegicus,O88846
,Homo sapiens,P61088
,Homo sapiens,P0CG48
5AJ0,Homo sapiens,51477016
,Homo sapiens,23898
,Homo sapiens,P62917
,Homo sapiens,P39023
,Homo sapiens,P36578
,Homo sapiens,P46777
,Homo sapiens,Q02878
,Homo sapiens,P62424
,Homo sapiens,P32969
,Homo sapiens,P27635
,Homo sapiens,P62913
,Homo sapiens,P05388
,Homo sapiens,P26373
,Homo sapiens,P50914
,Homo sapiens,P61313
,Homo sapiens,P40429
,Homo sapiens,P18621
,Homo sapiens,Q07020
,Homo sapiens,P84098
,Homo sapiens,Q02543
,Homo sapiens,P46778
,Homo sapiens,P62829
,Homo sapiens,P83731
,Homo sapiens,P62750
,Homo sapiens,P61254
,Homo sapiens,P61353
,Homo sapiens,P46776
,Homo sapiens,P47914
,Homo sapiens,P62888
,Homo sapiens,P62899
,Homo sapiens,P62910
,Homo sapiens,P18077
,Homo sapiens,P42766
,Homo sapiens,Q9Y3U8
,Homo sapiens,P61927
,Homo sapiens,P63173
,Homo sapiens,P62891
,Homo sapiens,P62987
,Homo sapiens,P62945
,Homo sapiens,P83881
,Homo sapiens,P61513
,Homo sapiens,P30050
,Homo sapiens,P46779
,Homo sapiens,P62906
,Homo sapiens,337381
,Homo sapiens,P08865
,Homo sapiens,P15880
,Homo sapiens,P23396
,Homo sapiens,P22090
,Homo sapiens,P46782
,Homo sapiens,P62753
,Homo sapiens,P62081
,Homo sapiens,P62241
,Homo sapiens,P46781
,Homo sapiens,P46783
,Homo sapiens,P62280
,Homo sapiens,P25398
,Homo sapiens,P62277
,Homo sapiens,P62263
,Homo sapiens,P62841
,Homo sapiens,P62249
,Homo sapiens,P08708
,Homo sapiens,P62269
,Homo sapiens,P39019
,Homo sapiens,P60866
,Homo sapiens,P63220
,Homo sapiens,P62244
,Homo sapiens,P62266
,Homo sapiens,P62847
,Homo sapiens,P62851
,Homo sapiens,P62854
,Homo sapiens,P42677
,Homo sapiens,P62857
,Homo sapiens,P62273
,Homo sapiens,P62861
,Homo sapiens,P62979
,Homo sapiens,P63244
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,P35268
,Homo sapiens,P49207
,Homo sapiens,36162
,Homo sapiens,P61247
,Homo sapiens,P18124
,Yersinia pseudotuberculosis,755367513
5AJA,Homo sapiens,Q9Y4B6
,Simian immunodeficiency virus,Q7ZB17
,Mandrillus sphinx,H6WEA4
5AN9,Dictyostelium discoideum,Q54XI5
,Dictyostelium discoideum,Q54J50
,Dictyostelium discoideum,Q54G86
,Dictyostelium discoideum,Q54J69
,Dictyostelium discoideum,Q54VN6
,Dictyostelium discoideum,P14794
,Dictyostelium discoideum,Q551M2
,Homo sapiens,Q9Y3A5
,Dictyostelium discoideum,FR733594.1
,Dictyostelium discoideum,P34113
,Dictyostelium discoideum,P22685
5ANB,Dictyostelium discoideum,P34113
,Dictyostelium discoideum,Q54XI5
,Dictyostelium discoideum,P22685
,Dictyostelium discoideum,Q54J50
,Dictyostelium discoideum,Q54G86
,Dictyostelium discoideum,Q54J69
,Dictyostelium discoideum,Q54VN6
,Dictyostelium discoideum,P14794
,Dictyostelium discoideum,Q551M2
,Homo sapiens,Q9Y3A5
,Homo sapiens,Q7Z2Z2
,Dictyostelium discoideum,FR733594.1
5ANC,Dictyostelium discoideum,P34113
,Dictyostelium discoideum,Q54XI5
,Dictyostelium discoideum,P22685
,Dictyostelium discoideum,Q54J50
,Dictyostelium discoideum,Q54G86
,Dictyostelium discoideum,Q54J69
,Dictyostelium discoideum,Q54VN6
,Dictyostelium discoideum,P14794
,Homo sapiens,Q9Y3A5
,Homo sapiens,Q7Z2Z2
,Dictyostelium discoideum,FR733594.1
5ANM,Homo sapiens,
,Homo sapiens,P01854
,Homo sapiens,
5ANR,Homo sapiens,A5YKK6
,Homo sapiens,P26196
,Homo sapiens,Q9NRA8
5AV5,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,P06899
,Homo sapiens,
,Homo sapiens,
5AV6,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,P06899
,Homo sapiens,
,Homo sapiens,
5AV8,Homo sapiens,P62805
,Homo sapiens,P06899
,Homo sapiens,
,Homo sapiens,P68431
,Homo sapiens,P04908
,Homo sapiens,
5AV9,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,P06899
,Homo sapiens,
,Homo sapiens,
5AVB,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,P06899
,Homo sapiens,
,Homo sapiens,
5AVC,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,P06899
,Homo sapiens,
,Homo sapiens,
5AY8,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,P06899
,Homo sapiens,
,Homo sapiens,P0DPK2
5B0Y,Homo sapiens,Q71DI3
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,
,Homo sapiens,P06899
5B0Z,Homo sapiens,Q71DI3
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,
,Homo sapiens,P06899
5B1L,Mus musculus,P68433
,Mus musculus,P62806
,Mus musculus,C0HKE1
,Mus musculus,Q9D2U9
,Homo sapiens,
5B1M,Mus musculus,P68433
,Mus musculus,P62806
,Mus musculus,C0HKE1
,Mus musculus,Q9D2U9
,Homo sapiens,
5B24,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,P06899
,Homo sapiens,
5B2I,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,P06899
,Homo sapiens,
5B2J,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,P06899
,Homo sapiens,
5B31,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,P06899
,Homo sapiens,P0C0S5
,Homo sapiens,
5B32,Homo sapiens,P84243
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,P06899
,Homo sapiens,P0C0S5
,Homo sapiens,
5B33,Homo sapiens,P84243
,Homo sapiens,P62805
,Homo sapiens,P0C0S5
,Homo sapiens,P06899
,Homo sapiens,
5B38,Homo sapiens,P01889
,Homo sapiens,P61769
,Homo sapiens,P01834
,Homo sapiens,P43629
5B39,Homo sapiens,P01889
,Homo sapiens,P61769
